OCC_CODE,OCC_TITLE,tot_emp_per_year,a_mean_per_year,group,year
43-4171,Receptionists and information clerks,1052120,         26010,,2009
43-4181,Reservation and transportation ticket agents and travel clerks,142500,         32400,,2009
43-4199,All other information and record clerks,212090,         36300,,2009
43-5011,Cargo and freight agents,82440,         38940,,2009
43-5021,Couriers and messengers,93460,         25710,,2009
43-5031,"Police, fire, and ambulance dispatchers",98090,         36470,,2009
43-5032,"Dispatchers, except police, fire, and ambulance",185100,         37310,,2009
43-5041,"Meter readers, utilities",42330,         36400,,2009
43-5051,Postal service clerks,73690,         51670,,2009
43-5052,Postal service mail carriers,339030,         48940,,2009
43-5053,"Postal service mail sorters, processors, and processing machine operators",162940,         48260,,2009
43-5061,"Production, planning, and expediting clerks",274140,         43260,,2009
43-5071,"Shipping, receiving, and traffic clerks",715130,         29840,,2009
43-5081,Stock clerks and order fillers,1864410,         23460,,2009
43-5111,"Weighers, measurers, checkers, and samplers, recordkeeping",69890,         28860,,2009
43-6011,Executive secretaries and administrative assistants,1361170,         44010,,2009
43-6012,Legal secretaries,244380,         42940,,2009
43-6013,Medical secretaries,469740,         31450,,2009
43-6014,"Secretaries, except legal, medical, and executive",1797670,         31060,,2009
43-9011,Computer operators,94730,         37540,,2009
43-9021,Data entry keyers,243550,         28000,,2009
43-9022,Word processors and typists,109470,         33720,,2009
43-9031,Desktop publishers,22810,         38960,,2009
43-9041,Insurance claims and policy processing clerks,235480,         35740,,2009
43-9051,"Mail clerks and mail machine operators, except postal service",131750,         27150,,2009
43-9061,"Office clerks, general",2815240,         27700,,2009
43-9071,"Office machine operators, except computer",70230,         28060,,2009
43-9081,Proofreaders and copy markers,14050,         32500,,2009
43-9111,Statistical assistants,15900,         37500,,2009
43-9199,"Office and administrative support workers, all other",266090,         31960,,2009
45-0000,"Farming, fishing, and forestry occupations",419200,         23990,major,2009
45-1011,"First-line supervisors/managers of farming, fishing, and forestry workers",20200,         43720,,2009
45-1012,Farm labor contractors,1000,         36130,,2009
45-2011,Agricultural inspectors,14030,         41860,,2009
45-2021,Animal breeders,1700,         35210,,2009
45-2041,"Graders and sorters, agricultural products",40160,         20640,,2009
45-2091,Agricultural equipment operators,22420,         25220,,2009
45-2092,"Farmworkers and laborers, crop, nursery, and greenhouse",233650,         19780,,2009
45-2093,"Farmworkers, farm and ranch animals",35000,         23640,,2009
45-2099,"Agricultural workers, all other",7420,         28040,,2009
45-3011,Fishers and related fishing workers,670,         26600,,2009
45-4011,Forest and conservation workers,5840,         29410,,2009
45-4021,Fallers,6480,         35570,,2009
45-4022,Logging equipment operators,23630,         32870,,2009
45-4023,Log graders and scalers,2940,         35550,,2009
45-4029,"Logging workers, all other",4010,         34180,,2009
47-0000,Construction and extraction occupations,5751630,         43350,major,2009
47-1011,First-line supervisors/managers of construction trades and extraction workers,531840,         61730,,2009
47-2011,Boilermakers,22400,         56680,,2009
47-2021,Brickmasons and blockmasons,87780,         49250,,2009
47-2022,Stonemasons,14080,         40030,,2009
47-2031,Carpenters,743760,         43640,,2009
47-2041,Carpet installers,29080,         41560,,2009
47-2042,"Floor layers, except carpet, wood, and hard tiles",11870,         39190,,2009
47-2043,Floor sanders and finishers,7000,         35140,,2009
47-2044,Tile and marble setters,41140,         42450,,2009
47-2051,Cement masons and concrete finishers,165700,         39410,,2009
47-2053,Terrazzo workers and finishers,4290,         41360,,2009
47-2061,Construction laborers,856440,         33190,,2009
47-2071,"Paving, surfacing, and tamping equipment operators",54850,         37660,,2009
47-2072,Pile-driver operators,4240,         51410,,2009
47-2073,Operating engineers and other construction equipment operators,368200,         44180,,2009
47-2081,Drywall and ceiling tile installers,102880,         41080,,2009
47-2082,Tapers,24050,         46880,,2009
47-2111,Electricians,579150,         50850,,2009
47-2121,Glaziers,46400,         39630,,2009
47-2131,"Insulation workers, floor, ceiling, and wall",26500,         36090,,2009
47-2132,"Insulation workers, mechanical",29620,         41310,,2009
47-2141,"Painters, construction and maintenance",214240,         37320,,2009
47-2142,Paperhangers,5140,         42310,,2009
47-2151,Pipelayers,49190,         37040,,2009
47-2152,"Plumbers, pipefitters, and steamfitters",400970,         49870,,2009
47-2161,Plasterers and stucco masons,34280,         41260,,2009
47-2171,Reinforcing iron and rebar workers,24200,         44560,,2009
47-2181,Roofers,108180,         37390,,2009
47-2211,Sheet metal workers,146690,         44890,,2009
47-2221,Structural iron and steel workers,65130,         48470,,2009
47-3011,"Helpers--brickmasons, blockmasons, stonemasons, and tile and marble setters",40770,         29830,,2009
47-3012,Helpers--carpenters,62020,         26770,,2009
47-3013,Helpers--electricians,90930,         27870,,2009
47-3014,"Helpers--painters, paperhangers, plasterers, and stucco masons",15740,         24300,,2009
47-3015,"Helpers--pipelayers, plumbers, pipefitters, and steamfitters",68270,         27530,,2009
47-3016,Helpers--roofers,15440,         24360,,2009
47-3019,"Helpers, construction trades, all other",21390,         27630,,2009
47-4011,Construction and building inspectors,90730,         53550,,2009
47-4021,Elevator installers and repairers,23450,         67950,,2009
47-4031,Fence erectors,21840,         30140,,2009
47-4041,Hazardous materials removal workers,41100,         40270,,2009
47-4051,Highway maintenance workers,139490,         35310,,2009
47-4061,Rail-track laying and maintenance equipment operators,14880,         46000,,2009
47-4071,Septic tank servicers and sewer pipe cleaners,24690,         35470,,2009
47-4091,Segmental pavers,1040,         28730,,2009
47-4099,"Construction and related workers, all other",47630,         36490,,2009
47-5011,"Derrick operators, oil and gas",21080,         43590,,2009
47-5012,"Rotary drill operators, oil and gas",25500,         59560,,2009
47-5013,"Service unit operators, oil, gas, and mining",36450,         42690,,2009
47-5021,"Earth drillers, except oil and gas",17850,         42070,,2009
47-5031,"Explosives workers, ordnance handling experts, and blasters",6280,         45030,,2009
47-5041,Continuous mining machine operators,11230,         46680,,2009
47-5042,Mine cutting and channeling machine operators,7940,         43120,,2009
47-5049,"Mining machine operators, all other",4830,         43540,,2009
47-5051,"Rock splitters, quarry",3430,         30440,,2009
47-5061,"Roof bolters, mining",5470,         47750,,2009
47-5071,"Roustabouts, oil and gas",61320,         34190,,2009
47-5081,Helpers--extraction workers,24210,         36870,,2009
47-5099,"Extraction workers, all other",7340,         41210,,2009
49-0000,"Installation, maintenance, and repair occupations",5114150,         42210,major,2009
49-1011,"First-line supervisors/managers of mechanics, installers, and repairers",427560,         60630,,2009
49-2011,"Computer, automated teller, and office machine repairers",111600,         39420,,2009
49-2021,Radio mechanics,5690,         42250,,2009
49-2022,"Telecommunications equipment installers and repairers, except line installers",189850,         52990,,2009
49-2091,Avionics technicians,17960,         50330,,2009
49-2092,"Electric motor, power tool, and related repairers",20660,         38280,,2009
49-2093,"Electrical and electronics installers and repairers, transportation equipment",13900,         46550,,2009
49-2094,"Electrical and electronics repairers, commercial and industrial equipment",72520,         51210,,2009
49-2095,"Electrical and electronics repairers, powerhouse, substation, and relay",22870,         61700,,2009
49-2096,"Electronic equipment installers and repairers, motor vehicles",17090,         29880,,2009
49-2097,Electronic home entertainment equipment installers and repairers,34200,         34030,,2009
49-2098,Security and fire alarm systems installers,63690,         39830,,2009
49-3011,Aircraft mechanics and service technicians,112130,         52970,,2009
49-3021,Automotive body and related repairers,133290,         41020,,2009
49-3022,Automotive glass installers and repairers,15920,         33980,,2009
49-3023,Automotive service technicians and mechanics,606990,         37880,,2009
49-3031,Bus and truck mechanics and diesel engine specialists,232810,         41590,,2009
49-3041,Farm equipment mechanics,30250,         33950,,2009
49-3042,"Mobile heavy equipment mechanics, except engines",120450,         45630,,2009
49-3043,Rail car repairers,20910,         46430,,2009
49-3051,Motorboat mechanics,18180,         37120,,2009
49-3052,Motorcycle mechanics,16070,         33870,,2009
49-3053,Outdoor power equipment and other small engine mechanics,26010,         30400,,2009
49-3091,Bicycle repairers,9290,         24240,,2009
49-3092,Recreational vehicle service technicians,10860,         34320,,2009
49-3093,Tire repairers and changers,92440,         24610,,2009
49-9011,Mechanical door repairers,15330,         36270,,2009
49-9012,"Control and valve installers and repairers, except mechanical door",42180,         47860,,2009
49-9021,"Heating, air conditioning, and refrigeration mechanics and installers",244410,         43670,,2009
49-9031,Home appliance repairers,34670,         35590,,2009
49-9041,Industrial machinery mechanics,276230,         46160,,2009
49-9042,"Maintenance and repair workers, general",1268930,         36520,,2009
